original_language,original_title,overview,popularity,release_date,vote_average,vote_count,movie,year,status
en,Death Takes a Holiday,"After years of questioning why people fear him, Death takes on human form so he can mingle among the mortals and find an answer. However, events soon spiral out of control as he falls in love with the beautiful young Grazia, the only woman not afraid of him. As he falls in love with her, her father sees him for what he is and begs him to return to his duties. Death must decide whether or not to seek his own happiness or sacrifice it so that Grazia may live.",2.637,1934-03-30,6.5,34.0,Death Takes a Holiday,1934,original
en,Death Wish,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.",15.694,1974-07-24,6.911,679.0,Death Wish,1974,original
he,החוב,"The year is 1964. Rachel Brener is one of 3 young Mossad agents teem who caught ""THE SURGEON OF BIRKENAU"" - a Nazi monster who was never brought to trial in Israel. The official reason was that he was shot to death while trying to escape from Israeli captivity in a safe house somewhere in Europe. 30 years after, the well communicated death story of the monster could be questionable, a small article appears in a local unimportant paper in a small town in Ukraine. Surprisingly the Surgeon is ALIVE and is willing to admit his crimes against the human race and especially the Jews. The 3 older x Mossad agents who are in their late 60th became aware to this unfortunate threatening knowledge. The fact was that the ""Surgeon"" managed to escape from his guards 30 years ago.",1.297,2007-11-29,6.167,9.0,The Debt,2007,original
en,The Defiant Ones,Two convicts—a white racist and an angry black man—escape while chained to each other.,6.468,1958-08-14,7.172,204.0,The Defiant Ones,1958,original
en,The Desperado,"""Only a fool sticks his neck out for somebody else. Don't get in the habit of it."" Outlaw gunslinger Sam Garrett offers that sage wisdom to fellow fugitive Tom Cameron, who's on the run from the ""Bluebellies,"" Texas State Police officers who wield a brutal iron fist of enforcement in the early 1870s. But quick-draw, hard-bitten Garrett soon decides not to take his own advice after young Cameron heads home to surrender - and instead gets framed for a revenge murder by a jealous rival for the affections of his girl.",1.527,1954-06-20,6.667,3.0,The Desperado,1954,original
en,The Desperate Hours,Escaped convicts terrorize a suburban family they're holding hostage.,9.124,1955-10-05,6.984,127.0,The Desperate Hours,1955,original
en,Destry Rides Again,"When a tough western town needs taming, the mild-mannered son of a hard-nosed sheriff gets the job.",6.722,1939-11-30,7.11,141.0,Destry Rides Again,1939,original
fr,Le Deuxième Souffle,"A gangster escapes jail and quickly makes plans to continue his criminal ways elsewhere, but a determined inspector is closing in.",6.563,1966-11-01,7.582,146.0,Le Deuxième Souffle,1966,original
fr,Les Diaboliques,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",12.758,1955-01-29,7.88,801.0,Les Diaboliques,1955,original
en,Dial M for Murder,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan—to frame her for murder instead.",16.019,1954-05-29,8.025,2237.0,Dial M for Murder,1954,original
en,Diversion,"""My attempt to repeat 'success'...this was the companion follow-up to RITUAL. Both films are densely compressed and they opened up many more options for future work. Super 8, silent.""",0.6,1980-01-01,4.0,1.0,Diversion,1980,original
en,Diary of a Wimpy Kid,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",25.271,2010-03-19,6.223,1382.0,Diary of a Wimpy Kid,2010,original
en,Diary of a Wimpy Kid: Rodrick Rules,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",18.987,2011-03-25,6.585,977.0,Diary of a Wimpy Kid: Rodrick Rules,2011,original
fr,Don Juan ou si Don Juan était une femme...,"Jeanne lives in Paris and believes she is the reincarnation of Don Juan. She visits a priest and tells him she has killed a man. He comes to her elegant flat - her father has died leaving her rich - and she tells the priest stories about men she has seduced. The seduction is easy, she tells him, it's destruction that takes planning. We watch her with an upright elected official, a wealthy boor, and a folk singer. She describes herself as a spider. Her friend Léporella tries to be Jeanne's conscience. What does Jeanne want?",2.992,1973-02-22,4.6,23.0,Don,1978,original
pt,Dona Flor e Seus Dois Maridos,"In a small city of Brazil, Flor, a cooking teacher, marries Vadinho, a very handsome and erotic man. Once married she finds he is a good-for-nothing who takes all her money to gamble. After his death, Flor misses the goods of the marriage so she marries again with a very correct gentleman - the owner of a drugstore. Now she's very happy with her man, but misses the erotic moments with her previous husband. One day, Vadinho comes back as a ghost to quench her desires.",5.805,1976-11-22,6.795,117.0,Dona Flor and Her Two Husbands,1976,original
ja,女優霊,"On the set of a dark war time drama at an old movie studio, a young director, Toshio Murai, is trying to complete his debut film. The two starring actresses, Hitomi Kurokawa and Saori Murakami, play sisters in his film. Murai has a crush on Hitomi, the seasoned leading actress, and keeps a photo of her by his bed. The younger and less experienced actress, Saori, is annoying and likes to have recess on the set. The production of the movie is consistently interrupted by strange occurrences and the cast and crew begin to get spooked.",2.275,1996-03-22,6.875,8.0,Don't Look Up,1996,original
ja,ドラえもん のび太の日本誕生,"When a variety of circumstances leave Nobita, Doraemon and the gang wanting to run away from home, they face the task of finding somewhere to live. However, with every seemingly spare piece of land already owned by someone else, building themselves a house looks impossible – that is, until Nobita has the idea of travelling back seventy thousand years into the past. While the group are making themselves at home in an uninhabited Japan, back at home a glitch in space-time has sent a caveboy crashing into the middle of the city. When they return to the present, Doraemon et al encounter the child – named Kukuru – and take him with them back to their prehistoric paradise. Together, the gang decides to return the young boy to his true time and help him free his captured friends, even if it means facing the dangers of Kukuru’s enemies: the dark tribe.",5.282,1989-03-11,6.6,20.0,Doraemon: Nobita and the Birth of Japan,1989,original
ja,映画ドラえもん のび太と鉄人兵団,"The story begins with Nobita and Shizuka sitting on the pipes in the yard they hang out at while Suneo showed off his robot. Nobita grew jealous and asked Doraemon to build him a giant robot. Coincidently, robot parts began to fall from the sky. Then Nobita and Doraemon began to assemble the robot. As soon as they finished, Nobita, Doraemon, and Shizuka realized that the robot (Zanda Clause) was a war machine in an incident. After that Nobita met a girl name Riruru, she told Nobita that the robot was her's. Nobita gave her the robot and the entrance to mirror world. Doraemon and Nobita followed Riruru and recognized that she was a spy from Metropolis and built a base to welcome the army.",7.607,1986-03-15,6.5,25.0,Doraemon: Nobita and the Steel Troops,1986,original
ja,映画ドラえもん のび太の恐竜,"Doraemon: Nobita's Dinosaur is a 1980 animated film based on the popular manga and anime series, Doraemon. It was released in 1980, one year after the premiere of the TV series (making it the first feature-length Doraemon film). The movie was released in Japan 15 March 1980. In 2006 the movie was remade.",9.742,1980-03-15,6.79,50.0,Doraemon: Nobita's Dinosaur,1980,original
